Timestamp,Class Name,Confidence,Bounding Box
2024-11-18 17:05:41,teddy bear,29.67,[1041  560  237  152]
2024-11-18 17:05:41,person,71.2,[  4 284 839 432]
2024-11-18 17:05:41,chair,69.59,[733 521 157 192]
2024-11-18 17:05:41,chair,46.55,[770 507 158 213]
2024-11-18 17:05:41,person,40.83,[1016  558  260  157]
2024-11-18 17:05:41,car,39.25,[247 407  72  75]
2024-11-18 17:05:41,refrigerator,38.54,[ 10 290 264 392]
2024-11-18 17:05:41,chair,37.83,[627 503 256 209]
2024-11-18 17:05:41,chair,34.84,[1016  558  260  157]
2024-11-18 17:05:41,chair,30.74,[823 511 185 205]
2024-11-18 17:05:41,teddy bear,30.43,[1042  560  238  152]
2024-11-18 17:05:41,umbrella,29.9,[  22    0 1232  299]
2024-11-18 17:05:41,person,29.44,[  13  123 1149  582]
2024-11-18 17:05:41,couch,29.22,[1016  558  260  157]
2024-11-18 17:05:41,chair,29.12,[239 508  89  47]
2024-11-18 17:05:41,person,72.29,[  8 282 829 434]
2024-11-18 17:05:41,chair,69.01,[728 525 163 187]
2024-11-18 17:05:41,refrigerator,46.9,[  8 290 260 394]
2024-11-18 17:05:41,chair,44.03,[768 507 162 213]
2024-11-18 17:05:41,person,41.09,[1038  561  242  156]
2024-11-18 17:05:41,car,37.81,[249 413  73  68]
2024-11-18 17:05:41,chair,36.62,[1015  559  259  156]
2024-11-18 17:05:41,chair,34.96,[627 508 257 205]
2024-11-18 17:05:41,refrigerator,34.77,[ 23 286 729 420]
2024-11-18 17:05:41,person,72.58,[  9 282 820 434]
2024-11-18 17:05:41,chair,65.56,[728 525 164 187]
2024-11-18 17:05:41,refrigerator,43.8,[  7 289 265 404]
2024-11-18 17:05:41,chair,43.14,[766 506 173 214]
2024-11-18 17:05:41,person,42.96,[1041  561  239  154]
2024-11-18 17:05:41,car,42.24,[252 417  71  61]
2024-11-18 17:05:41,chair,34.67,[624 504 258 207]
2024-11-18 17:05:41,person,72.98,[  9 285 820 430]
2024-11-18 17:05:41,chair,66.63,[729 521 163 191]
2024-11-18 17:05:41,chair,44.36,[767 505 170 215]
2024-11-18 17:05:41,refrigerator,44.14,[  6 289 263 402]
2024-11-18 17:05:41,person,41.81,[1041  562  239  154]
2024-11-18 17:05:41,car,41.32,[252 418  70  58]
2024-11-18 17:05:41,chair,34.78,[628 504 253 207]
2024-11-18 17:05:41,chair,33.98,[1020  558  255  156]
2024-11-18 17:05:41,dining table,33.43,[775 513 373 205]
2024-11-18 17:05:41,chair,33.1,[828 509 184 205]
2024-11-18 17:05:41,refrigerator,30.47,[ 22 285 780 419]
2024-11-18 17:05:41,backpack,28.79,[1041  562  239  154]
2024-11-18 17:05:41,teddy bear,28.03,[1046  560  234  151]
2024-11-18 17:05:41,dog,27.24,[1041  562  239  154]
2024-11-18 17:05:41,couch,26.71,[1020  558  255  156]
2024-11-18 17:05:41,car,26.7,[244 469  73  39]
2024-11-18 17:05:41,chair,26.64,[240 510  87  44]
2024-11-18 17:05:41,dining table,26.45,[694 508 328 207]
2024-11-18 17:05:41,chair,25.99,[781 510  59  86]
2024-11-18 17:05:41,cake,25.83,[1046  560  234  151]
2024-11-18 17:05:41,chair,25.69,[742 600 130 111]
2024-11-18 17:05:41,chair,25.32,[694 508 328 207]
2024-11-18 17:05:41,chair,25.23,[234 532  93  40]
2024-11-18 17:05:41,dining table,25.04,[725 528 167 187]
2024-11-18 17:05:41,person,71.57,[  6 286 828 429]
2024-11-18 17:05:41,chair,67.49,[730 524 163 188]
2024-11-18 17:05:41,refrigerator,45.6,[  9 289 263 403]
2024-11-18 17:05:41,chair,43.3,[765 507 165 213]
2024-11-18 17:05:41,person,41.55,[1040  563  240  154]
2024-11-18 17:05:41,chair,35.58,[1013  560  249  155]
2024-11-18 17:05:41,chair,34.21,[828 510 184 205]
2024-11-18 17:05:41,chair,33.91,[635 506 251 207]
2024-11-18 17:05:41,person,30.25,[  15  140 1117  566]
2024-11-18 17:05:41,couch,29.5,[1017  559  259  155]
2024-11-18 17:05:41,refrigerator,29.39,[ 28 286 759 420]
2024-11-18 17:05:41,car,29.39,[250 412  72  68]
2024-11-18 17:05:41,dining table,28.85,[780 513 376 205]
2024-11-18 17:05:41,dining table,27.44,[721 551 172 157]
2024-11-18 17:05:41,backpack,25.38,[1040  563  240  154]
2024-11-18 17:05:41,refrigerator,25.33,[ 24 302 452 406]
2024-11-18 17:05:41,person,24.79,[941 518 326 201]
2024-11-18 17:05:41,dining table,24.73,[659 518 414 202]
2024-11-18 17:05:41,dining table,24.65,[709 587 274 123]
2024-11-18 17:05:41,dog,24.59,[1045  559  235  153]
2024-11-18 17:05:41,chair,24.33,[238 512  94  44]
2024-11-18 17:05:41,teddy bear,24.03,[1045  559  235  153]
2024-11-18 17:05:41,chair,23.87,[234 533  95  39]
2024-11-18 17:05:41,dog,23.53,[ 70 533 623 187]
2024-11-18 17:05:41,chair,23.53,[742 597 127 114]
2024-11-18 17:05:41,chair,23.32,[693 510 338 205]
2024-11-18 17:05:41,dog,23.08,[ 15 281 835 439]
2024-11-18 17:05:41,handbag,22.97,[1040  563  240  154]
2024-11-18 17:05:41,chair,22.79,[781 513  60  84]
2024-11-18 17:05:41,dining table,22.68,[750 518 178 201]
2024-11-18 17:05:41,person,21.88,[250 412  72  68]
2024-11-18 17:05:41,person,21.59,[1224  631   56   85]
2024-11-18 17:05:41,person,21.34,[257 362  55 113]
2024-11-18 17:05:41,chair,21.23,[492 497 397 223]
2024-11-18 17:05:41,chair,21.19,[941 518 326 201]
2024-11-18 17:05:41,cake,21.08,[1045  559  235  153]
2024-11-18 17:05:41,umbrella,21.07,[   0   16 1271  283]
2024-11-18 17:05:41,person,71.88,[  8 286 823 429]
2024-11-18 17:05:41,chair,66.97,[730 519 162 193]
2024-11-18 17:05:41,chair,45.44,[769 506 166 214]
2024-11-18 17:05:41,refrigerator,43.0,[  8 289 261 403]
2024-11-18 17:05:41,person,42.31,[1040  563  240  154]
2024-11-18 17:05:41,chair,35.76,[1018  559  258  155]
2024-11-18 17:05:41,chair,35.47,[828 510 185 205]
2024-11-18 17:05:41,chair,34.82,[635 503 247 208]
2024-11-18 17:05:41,couch,30.51,[1018  559  258  155]
2024-11-18 17:05:41,person,30.07,[  15  141 1126  565]
2024-11-18 17:05:41,refrigerator,28.99,[ 32 284 788 420]
2024-11-18 17:05:41,car,28.1,[253 411  65  68]
2024-11-18 17:05:41,dining table,27.25,[783 512 365 206]
2024-11-18 17:05:41,dining table,27.08,[728 527 163 188]
2024-11-18 17:05:41,chair,25.91,[994 558 196 161]
2024-11-18 17:05:41,person,24.89,[944 519 321 200]
2024-11-18 17:05:41,chair,24.68,[233 533  94  39]
2024-11-18 17:05:41,dining table,24.63,[706 589 281 122]
2024-11-18 17:05:41,chair,24.57,[782 512  59  86]
2024-11-18 17:05:41,chair,24.56,[238 512  93  43]
2024-11-18 17:05:41,person,24.37,[253 411  65  68]
2024-11-18 17:05:41,chair,24.36,[693 509 330 206]
2024-11-18 17:05:41,backpack,24.27,[1040  563  240  154]
2024-11-18 17:05:41,teddy bear,24.2,[1046  559  234  152]
2024-11-18 17:05:41,chair,24.0,[500 328 348 378]
2024-11-18 17:05:41,refrigerator,23.96,[ 22 304 455 403]
2024-11-18 17:05:41,person,23.96,[1223  630   57   87]
2024-11-18 17:05:41,dog,23.67,[1040  563  240  154]
2024-11-18 17:05:41,chair,23.53,[993 606 265 111]
2024-11-18 17:05:41,chair,23.2,[743 600 123 110]
2024-11-18 17:05:41,dining table,22.97,[653 517 403 202]
2024-11-18 17:05:41,chair,22.56,[490 495 399 225]
2024-11-18 17:05:41,chair,22.22,[1008  640  132   65]
2024-11-18 17:05:41,dog,22.13,[ 78 535 641 185]
2024-11-18 17:05:41,chair,21.84,[758 573 104  48]
2024-11-18 17:05:41,chair,21.59,[944 519 321 200]
2024-11-18 17:05:41,chair,21.58,[723 613  50 101]
2024-11-18 17:05:41,cake,21.11,[1046  559  234  152]
2024-11-18 17:05:41,person,72.02,[  8 285 828 430]
2024-11-18 17:05:41,chair,66.1,[726 524 167 189]
2024-11-18 17:05:41,refrigerator,46.16,[  8 288 253 406]
2024-11-18 17:05:41,person,44.11,[1043  564  237  152]
2024-11-18 17:05:41,chair,43.62,[766 507 167 213]
2024-11-18 17:05:41,chair,35.94,[828 511 186 203]
2024-11-18 17:05:41,chair,35.5,[1015  560  259  155]
2024-11-18 17:05:41,chair,34.98,[628 504 252 206]
2024-11-18 17:05:41,refrigerator,32.54,[ 33 284 775 421]
2024-11-18 17:05:41,dining table,30.63,[780 512 378 206]
2024-11-18 17:05:41,person,30.02,[1222  632   58   85]
2024-11-18 17:05:41,couch,29.01,[1015  560  259  155]
2024-11-18 17:05:41,umbrella,28.33,[  24    0 1226  293]
2024-11-18 17:05:41,dining table,27.01,[725 530 167 185]
2024-11-18 17:05:41,person,26.78,[  19  119 1133  585]
2024-11-18 17:05:41,bowl,26.61,[1010  639  128   64]
2024-11-18 17:05:41,chair,25.48,[742 604 128 108]
2024-11-18 17:05:41,dining table,25.24,[707 588 273 123]
2024-11-18 17:05:41,refrigerator,25.12,[ 20 300 445 409]
2024-11-18 17:05:41,chair,24.96,[778 515  56  82]
2024-11-18 17:05:41,chair,24.9,[688 511 334 205]
2024-11-18 17:05:41,dining table,24.86,[654 518 408 202]
2024-11-18 17:05:41,chair,24.58,[994 562 194 157]
2024-11-18 17:05:41,chair,24.39,[995 608 260 110]
2024-11-18 17:05:41,backpack,24.11,[1043  564  237  152]
2024-11-18 17:05:41,chair,23.72,[504 316 340 391]
2024-11-18 17:05:41,chair,23.26,[1010  639  128   64]
2024-11-18 17:05:41,chair,22.82,[721 614  52  99]
2024-11-18 17:05:41,sandwich,22.63,[1010  639  128   64]
2024-11-18 17:05:41,chair,22.62,[238 510  92  44]
2024-11-18 17:05:41,handbag,22.44,[1043  564  237  152]
2024-11-18 17:05:41,chair,22.24,[496 492 392 228]
2024-11-18 17:05:41,teddy bear,22.22,[1051  560  229  151]
2024-11-18 17:05:41,umbrella,22.17,[  19  119 1133  585]
2024-11-18 17:05:41,sandwich,21.96,[1019  683  187   37]
2024-11-18 17:05:41,chair,21.56,[934 519 331 201]
2024-11-18 17:05:41,chair,21.46,[235 534  89  37]
2024-11-18 17:05:41,car,21.41,[250 420  71  62]
2024-11-18 17:05:41,dining table,21.38,[995 608 260 110]
2024-11-18 17:05:41,person,21.23,[1163  558  117  154]
2024-11-18 17:05:41,person,21.2,[934 519 331 201]
2024-11-18 17:05:41,chair,21.1,[587 587 317 128]
2024-11-18 17:05:41,car,21.1,[245 465  75  45]
2024-11-18 17:05:41,person,71.02,[  6 285 832 430]
2024-11-18 17:05:41,chair,66.35,[726 523 167 189]
2024-11-18 17:05:41,refrigerator,47.08,[ 10 287 255 405]
2024-11-18 17:05:41,chair,41.73,[766 507 164 213]
2024-11-18 17:05:41,person,40.94,[1056  560  224  150]
2024-11-18 17:05:41,chair,36.76,[628 503 253 207]
2024-11-18 17:05:41,chair,34.21,[1015  558  260  157]
2024-11-18 17:05:41,chair,33.83,[828 512 186 204]
2024-11-18 17:05:41,refrigerator,32.95,[ 33 286 753 418]
2024-11-18 17:05:41,dining table,31.83,[783 512 378 205]
2024-11-18 17:05:41,couch,30.1,[1015  558  260  157]
2024-11-18 17:05:41,bowl,30.0,[1009  639  131   66]
2024-11-18 17:05:41,person,28.63,[1223  634   57   81]
2024-11-18 17:05:41,dining table,28.56,[725 528 167 187]
2024-11-18 17:05:41,chair,28.24,[502 311 345 398]
2024-11-18 17:05:41,person,28.07,[  18  117 1140  588]
2024-11-18 17:05:41,refrigerator,26.15,[ 26 302 469 405]
2024-11-18 17:05:41,dining table,25.75,[648 518 415 202]
2024-11-18 17:05:41,chair,25.17,[994 562 187 157]
2024-11-18 17:05:41,umbrella,25.13,[  27    0 1226  289]
2024-11-18 17:05:41,teddy bear,24.71,[1056  560  224  150]
2024-11-18 17:05:41,chair,24.02,[240 509  90  46]
2024-11-18 17:05:41,chair,23.92,[743 604 126 107]
2024-11-18 17:05:41,dining table,23.88,[707 586 275 125]
2024-11-18 17:05:41,backpack,23.75,[1046  563  234  153]
2024-11-18 17:05:41,chair,23.57,[992 609 263 109]
2024-11-18 17:05:41,chair,23.4,[490 488 396 232]
2024-11-18 17:05:41,chair,23.39,[210 288 617 417]
2024-11-18 17:05:41,chair,23.24,[683 510 336 205]
2024-11-18 17:05:41,chair,23.2,[780 514  56  84]
2024-11-18 17:05:41,dog,22.95,[ 64 534 646 186]
2024-11-18 17:05:41,chair,22.84,[721 614  52 100]
2024-11-18 17:05:41,dining table,22.64,[932 518 333 202]
2024-11-18 17:05:41,chair,22.53,[1009  639  131   66]
2024-11-18 17:05:41,car,22.47,[253 420  66  60]
2024-11-18 17:05:41,car,22.4,[245 466  73  43]
2024-11-18 17:05:41,handbag,22.31,[1046  563  234  153]
2024-11-18 17:05:41,sandwich,21.98,[1015  683  194   37]
2024-11-18 17:05:41,cup,21.84,[1009  639  131   66]
2024-11-18 17:05:41,dining table,21.83,[490 488 396 232]
2024-11-18 17:05:41,sandwich,21.82,[1009  639  131   66]
2024-11-18 17:05:41,bed,21.55,[932 518 333 202]
2024-11-18 17:05:41,cake,21.43,[1056  560  224  150]
2024-11-18 17:05:41,chair,21.37,[581 587 321 128]
2024-11-18 17:05:41,dining table,21.24,[766 507 164 213]
2024-11-18 17:05:41,umbrella,21.11,[  18  117 1140  588]
2024-11-18 17:05:41,person,71.15,[  7 286 829 428]
2024-11-18 17:05:41,chair,65.1,[723 524 169 188]
2024-11-18 17:05:41,refrigerator,48.35,[ 10 290 261 403]
2024-11-18 17:05:41,person,41.34,[1055  560  225  151]
2024-11-18 17:05:41,chair,39.18,[767 507 165 213]
2024-11-18 17:05:41,chair,37.92,[1011  559  249  156]
2024-11-18 17:05:41,refrigerator,37.28,[ 38 285 744 422]
2024-11-18 17:05:41,chair,35.57,[625 503 256 208]
2024-11-18 17:05:41,couch,33.28,[1015  559  260  157]
2024-11-18 17:05:41,chair,32.34,[829 513 184 204]
2024-11-18 17:05:41,refrigerator,30.25,[ 28 301 460 408]
2024-11-18 17:05:41,dining table,28.27,[723 530 168 185]
2024-11-18 17:05:41,chair,28.16,[511 311 335 395]
2024-11-18 17:05:41,dining table,27.8,[774 514 378 203]
2024-11-18 17:05:41,bowl,25.92,[1009  641  130   63]
2024-11-18 17:05:41,person,25.9,[1221  634   59   82]
2024-11-18 17:05:41,person,25.86,[  15  137 1158  568]
2024-11-18 17:05:41,person,25.33,[255 406  69  79]
2024-11-18 17:05:41,person,25.3,[253 361  61 114]
2024-11-18 17:05:41,chair,24.62,[1009  641  130   63]
2024-11-18 17:05:41,dining table,24.27,[685 512 337 203]
2024-11-18 17:05:41,chair,24.08,[743 604 124 107]
2024-11-18 17:05:41,chair,23.77,[718 614  55 100]
2024-11-18 17:05:41,teddy bear,23.45,[1055  560  225  151]
2024-11-18 17:05:41,dining table,23.28,[705 584 277 128]
2024-11-18 17:05:41,bed,23.19,[947 518 320 202]
2024-11-18 17:05:41,chair,23.12,[779 515  59  84]
2024-11-18 17:05:41,umbrella,22.55,[   0   13 1273  287]
2024-11-18 17:05:41,backpack,21.51,[1047  563  233  153]
2024-11-18 17:05:41,dining table,21.48,[496 485 395 235]
2024-11-18 17:05:41,person,71.37,[  7 287 831 426]
2024-11-18 17:05:41,chair,66.91,[726 523 167 189]
2024-11-18 17:05:41,refrigerator,51.68,[ 11 291 262 405]
2024-11-18 17:05:41,person,41.4,[1045  562  235  153]
2024-11-18 17:05:41,chair,40.94,[766 507 159 213]
2024-11-18 17:05:41,refrigerator,40.17,[ 40 284 739 427]
2024-11-18 17:05:41,chair,38.43,[1009  559  252  157]
2024-11-18 17:05:41,chair,35.84,[623 503 259 209]
2024-11-18 17:05:41,couch,34.1,[1013  559  262  157]
2024-11-18 17:05:41,refrigerator,33.23,[ 32 297 459 413]
2024-11-18 17:05:41,chair,31.1,[829 512 182 205]
2024-11-18 17:05:41,dining table,28.05,[718 548 176 161]
2024-11-18 17:05:41,chair,27.5,[510 307 340 402]
2024-11-18 17:05:41,person,26.08,[1219  633   61   84]
2024-11-18 17:05:41,dining table,25.49,[778 515 386 202]
2024-11-18 17:05:41,person,24.94,[  14  152 1158  553]
2024-11-18 17:05:41,bowl,24.76,[1008  639  133   68]
2024-11-18 17:05:41,person,24.75,[948 519 320 201]
2024-11-18 17:05:41,dining table,24.41,[706 585 272 126]
2024-11-18 17:05:41,chair,24.34,[743 603 125 108]
2024-11-18 17:05:41,dining table,24.1,[752 521 168 197]
2024-11-18 17:05:41,chair,24.02,[1008  639  133   68]
2024-11-18 17:05:41,dining table,24.0,[490 482 401 238]
2024-11-18 17:05:41,teddy bear,23.69,[1052  560  228  151]
2024-11-18 17:05:41,bed,23.33,[948 519 320 201]
2024-11-18 17:05:41,person,23.29,[260 414  62  69]
2024-11-18 17:05:41,dining table,23.11,[622 520 437 200]
2024-11-18 17:05:41,chair,23.06,[721 613  51 100]
2024-11-18 17:05:42,chair,22.41,[781 515  58  84]
2024-11-18 17:05:42,dining table,22.21,[584 561 300 154]
2024-11-18 17:05:42,person,22.01,[252 358  60 116]
2024-11-18 17:05:42,dining table,21.56,[519 366 342 339]
2024-11-18 17:05:42,umbrella,21.46,[  31    0 1215  296]
2024-11-18 17:05:42,sandwich,21.36,[1018  683  192   37]
2024-11-18 17:05:42,person,70.51,[  5 285 843 429]
2024-11-18 17:05:42,chair,68.72,[727 520 166 192]
2024-11-18 17:05:42,refrigerator,45.84,[ 11 290 263 406]
2024-11-18 17:05:42,chair,43.94,[761 508 167 212]
2024-11-18 17:05:42,refrigerator,39.44,[ 37 287 729 419]
